Number,Description,Short description,Close notes,Full description,group_id,root_cause
INC1653651,wrong expiry showing in ID card. kindly update id card with correct expiry.,Business : Information Change : ID Cards Issue.,Updated Digi Card has been uploaded. Kindly ask user to verify.,wrong expiry showing in ID card. kindly update id card with correct expiry.-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1704341,"ADS unable to register a new PC.....message shown as ""mobile no# or email address entered is already in use. As per BOSS both had not used as earlier.",Business : Information Change : Mobile Number/Email ID.,"Unconfirmed profile was created on Cognito with mobile number .
Required deletion has been performed.
Please ask user to try now, if issue still persists feel free to raise anew ticket with error screenshot.","ADS unable to register a new PC.....message shown as ""mobile no# or email address entered is already in use. As per BOSS both had not used as earlier.-Business : Information Change : Mobile Number/Email ID.",35,Core Application Functionality Issues
INC1705041,"Hi team, ADSP is facing below issue while update the  with co applicant. Kindly check and resolve the issue",Business : Information Change : Mobile Number/Email ID.,"Number has been changed for co-applicant, please ask user to change the password for the Primary applicant and login again.

","Hi team, ADSP is facing below issue while update the  with co applicant. Kindly check and resolve the issue-Business : Information Change : Mobile Number/Email ID.",35,Product & Service Specific Defects
INC1642967,ADSP is requesting to provide the Digital ID Card. Kindly check and support.,Business : Information Change : ID Cards Issue.,Please find attached digital card for the user,ADSP is requesting to provide the Digital ID Card. Kindly check and support.-Business : Information Change : ID Cards Issue.,35,Product & Service Specific Defects
INC1652299,"Dear Team, ADSP is complaining that only applicant ID card is uploaded in ADSP# profile. Kindly check and provide the ID card in the name of co-applicant.",Business : Information Change : ID Cards Issue.,As we checked updated Digi Card has been uploaded for the applicant and co-applicant. Kindly ask the user to verify.,"Dear Team, ADSP is complaining that only applicant ID card is uploaded in ADSP# profile. Kindly check and provide the ID card in the name of co-applicant.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1645502,"Dear Team, Please assist in sharing the digital ID card of the below ADSP required for FSSAI .",Business : Information Change : ID Cards Issue.,"Digital card has been uploaded, kindly verify.","Dear Team, Please assist in sharing the digital ID card of the below ADSP required for FSSAI .-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1661658,"Hi Team,  ADSP complains that both ID cards are available in the name of the Co-Applicant on the website. Hence, kindly check and share the ID card in the name of the Main Applicant and make this available on the website as well. ADSP  SAMIPA RAY",Business : Information Change : ID Cards Issue.,As checked both digital card for applicant and co applicant are available .,"Hi Team,  ADSP complains that both ID cards are available in the name of the Co-Applicant on the website. Hence, kindly check and share the ID card in the name of the Main Applicant and make this available on the website as well. ADSP  SAMIPA RAY-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1665201,"Hi Team, Please upload the correct ID proof for below ADSP as the updated one is expired.",Business : Information Change : ID Cards Issue.,digital card uploaded.,"Hi Team, Please upload the correct ID proof for below ADSP as the updated one is expired.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1648846,"Dear Team, ADSP is complaining that ID card for SAH, MADHU is not available on the website only is available in the profile. Kindly check and upload.",Business : Information Change : ID Cards Issue.,Please find the attached Digi Card. ,"Dear Team, ADSP is complaining that ID card for SAH, MADHU is not available on the website only is available in the profile. Kindly check and upload.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1679270,"Hi Team,  Please assist with the query. ADSP informed that all four ID card copies in the name of my Co-applicant and applicant ID is missing.Also, received another email....  Please check the date....and the expiry date should be",Business : Information Change : ID Cards Issue.,Please find the attached digital id card and also uploaded on document section.,"Hi Team,  Please assist with the query. ADSP informed that all four ID card copies in the name of my Co-applicant and applicant ID is missing.Also, received another email....  Please check the date....and the expiry date should be-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1653768,wrong expiry showing in ID card. kindly update id card with correct expiry,Business : Information Change : ID Cards Issue.,Please find attached digital card for the user.,wrong expiry showing in ID card. kindly update id card with correct expiry-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1647829,"Hi Team, Request you to please arrange the Digital ID card for the below mentioned ADSP.",Business : Information Change : ID Cards Issue.,"Hi Team

Please be informed that the updated digital cards has been uploaded, kindly ask user to verify.

Regards","Hi Team, Request you to please arrange the Digital ID card for the below mentioned ADSP.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1654509,Kindly support in updating mob num for ADSP. mOB NUM TO BE UPDATED -,Business : Information Change : Mobile Number/Email ID.,"Number has been updated as per the request.
Please ask user to try now using FORGET PASSWORD.",Kindly support in updating mob num for ADSP. mOB NUM TO BE UPDATED --Business : Information Change : Mobile Number/Email ID.,35,Product & Service Specific Defects
INC1642905,"Dear Team,  Please assist in sharing the digital ID card of the below ADSP.",Business : Information Change : ID Cards Issue.,"Please find the attached Digital ID card for ADSP for below and feel free to raise new incident in case of any issue with screenshot.
","Dear Team,  Please assist in sharing the digital ID card of the below ADSP.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
INC1653766,wrong expiry showing in ID card. kindly update id card with correct expiry,Business : Information Change : ID Cards Issue.,Please find attached digital card for the user.,wrong expiry showing in ID card. kindly update id card with correct expiry-Business : Information Change : ID Cards Issue.,35,Information & Documentation Gaps
INC1680443,"Hi Team, Now the ASC date for the ADSP has already crossed and he has completed the Annual Sales criteria as well. Please share the updated and renewed Digital ID card for the ADSP asap.",Business : Information Change : ID Cards Issue.,Please find the attached digital id Card for the user.,"Hi Team, Now the ASC date for the ADSP has already crossed and he has completed the Annual Sales criteria as well. Please share the updated and renewed Digital ID card for the ADSP asap.-Business : Information Change : ID Cards Issue.",35,Product & Service Specific Defects
